Category Name,Customer City,Customer Id,Department Id,Department Name,Latitude,Longitude,Order City,Order Id,Order Item Quantity,shipping date (DateOrders),order_latitude,order_longitude
Camping & Hiking,Louisville,34577,4,Fan Shop,41.895607,-95.51293945,,7442,1000,2016-08-04 19:20:00,38.2542376,-85.759407
CDs,Columbus,80746,4,Apparel,40.7018013,-118.4321518,,5807,1000,2016-08-04 19:20:00,39.9622601,-83.0007065
Pet Supplies,Marion,92752,4,Outdoors,33.69957733,-118.3382416,,5718,300,2016-08-04 19:20:00,32.7931661,-94.344488
Women's Clothing,Seattle,34420,4,Outdoors,29.71482086,-118.3267975,,9863,300,2016-08-05 03:44:00,47.6038321,-122.330062
Crafts,Philadelphia,17826,4,Footwear,32.52082825,-85.76452637,,2876,400,2016-08-05 03:44:00,39.9527237,-75.1635262
other,Marion,65520,4,Golf,38.17819977,-118.1886444,,1127,200,2016-08-05 03:44:00,32.7931661,-94.344488
Golf Bags & Carts,Chicago,42755,4,Outdoors,34.02769089,-117.1392975,,3848,700,2016-08-05 03:44:00,41.8755616,-87.6244212
Indoor/Outdoor Games,Columbus,64693,4,Outdoors,33.94827271,-104.8145828,,8201,1000,2016-08-05 03:44:00,39.9622601,-83.0007065
Health and Beauty,Seattle,35960,4,Apparel,47.67869949,-118.1886444,,2245,1000,2016-08-05 03:44:00,47.6038321,-122.330062
Crafts,San Diego,51849,4,Outdoors,39.67436981,-87.73634338,,9597,400,2016-08-08 10:55:00,32.7174202,-117.1627728
Men's Footwear,Columbus,4663,4,Apparel,32.52082825,-84.88657379,Columbus,39825,100,2016-08-10 08:07:00,39.9622601,-83.0007065
Cardio Equipment,Philadelphia,94059,4,Golf,34.0015831,-118.0218811,,9273,600,2016-08-10 08:07:00,39.9527237,-75.1635262
Video Games,Miami,29517,4,Outdoors,40.7018013,-98.579216,,8896,200,2016-08-10 08:07:00,25.7741728,-80.19362
Boxing & MMA,Miami,81129,4,Footwear,29.7805748,-87.73634338,,1681,400,2016-08-10 08:07:00,25.7741728,-80.19362
Strength Training,Seattle,41561,4,Outdoors,34.1137352,-118.0218811,,7951,800,2016-08-10 08:07:00,47.6038321,-122.330062
Men's Footwear,Houston,1716,4,Apparel,29.71482086,-95.51293945,Houston,40402,100,2016-08-14 18:16:00,29.7589382,-95.3676974
Hockey,Austin,27952,4,Apparel,25.88852501,-87.82719421,,8946,400,2016-08-14 18:16:00,30.2711286,-97.7436995
Golf Apparel,Philadelphia,53428,4,Golf,32.71385574,-122.3217621,,7976,800,2016-08-14 18:16:00,39.9527237,-75.1635262
Music,Columbus,61490,4,Fan Shop,30.35012245,-118.2431641,,2917,300,2016-08-14 18:16:00,39.9622601,-83.0007065
Basketball,San Francisco,49518,4,Outdoors,34.11491013,-118.2007599,,5049,200,2016-08-14 18:16:00,37.7790262,-122.419906
Boxing & MMA,San Antonio,95162,4,Footwear,29.7805748,-118.2747421,,6605,700,2016-08-14 18:16:00,29.4246002,-98.4951405
Health and Beauty,Philadelphia,96003,4,Fan Shop,25.76825142,-75.08410645,,2846,600,2016-08-14 18:16:00,39.9527237,-75.1635262
Men's Footwear,Santa Ana,11459,4,Apparel,33.63597488,-117.9125671,Santa Ana,56003,100,2017-04-01 11:59:00,33.7494951,-117.8732213
Garden,Santa Ana,64073,4,Golf,34.0015831,-74.1746521,,1938,300,2017-04-01 11:59:00,33.7494951,-117.8732213
Health and Beauty,Chicago,75213,4,Fan Shop,38.17819977,-97.69873047,,7926,800,2017-04-01 11:59:00,41.8755616,-87.6244212
Soccer,Houston,95663,4,Outdoors,33.94827271,-75.76576996,,5949,200,2017-04-01 11:59:00,29.7589382,-95.3676974
Trade-In,Philadelphia,41703,4,Fan Shop,25.76825142,-87.82719421,,3391,900,2017-04-01 11:59:00,39.9527237,-75.1635262
Tennis & Racquet,Columbus,43874,4,Outdoors,29.71482086,-95.51293945,,5314,1000,2017-04-01 11:59:00,39.9622601,-83.0007065
DVDs,San Diego,44409,4,Fan Shop,40.01562119,-87.70032501,,5825,100,2017-04-01 11:59:00,32.7174202,-117.1627728
Indoor/Outdoor Games,San Antonio,48386,4,Golf,29.78513908,-118.2431641,,2655,1000,2017-04-01 11:59:00,29.4246002,-98.4951405
Women's Apparel,Chicago,8060,5,Golf,41.98498154,-87.82719421,Chicago,31471,100,2016-04-04 21:20:00,41.8755616,-87.6244212
Fitness Accessories,Miami,21542,5,Apparel,41.98498154,-80.17294312,,7245,200,2016-04-04 21:20:00,25.7741728,-80.19362
Electronics,Philadelphia,64638,5,Golf,33.63597488,-118.4321518,,6347,800,2016-04-04 21:20:00,39.9527237,-75.1635262
Cardio Equipment,Santa Ana,26804,5,Apparel,33.98547363,-95.37239838,,3889,800,2016-04-04 21:20:00,33.7494951,-117.8732213
Soccer,Marion,52849,5,Footwear,39.70932007,-98.579216,,6758,1000,2016-04-04 21:20:00,32.7931661,-94.344488
Garden,Philadelphia,70955,5,Footwear,34.1137352,-80.17294312,,2445,400,2016-04-05 12:19:00,39.9527237,-75.1635262
Cleats,San Francisco,49952,5,Golf,29.88981438,-83.07437134,,4457,800,2016-04-05 12:19:00,37.7790262,-122.419906
Toys,Aurora,20624,5,Fan Shop,33.93173981,-85.76452637,,8067,600,2016-04-05 12:19:00,41.7571701,-88.3147539
Crafts,San Francisco,60444,5,Golf,39.67436981,-104.8145828,,7546,300,2016-04-05 12:19:00,37.7790262,-122.419906
Golf Apparel,Newark,75854,5,Outdoors,40.75481033,-95.51293945,,1758,600,2016-04-06 09:10:00,40.735657,-74.1723667
Golf Carts,Louisville,19015,5,Apparel,41.895607,-80.17294312,,7967,600,2016-04-06 09:10:00,38.2542376,-85.759407
Golf Bags & Carts,San Francisco,72996,5,Outdoors,41.895607,-97.69873047,,1339,200,2016-04-06 09:10:00,37.7790262,-122.419906
Electronics,Newark,13513,5,Outdoors,41.83272171,-117.1392975,,2991,500,2016-04-06 09:10:00,40.735657,-74.1723667
Women's Apparel,Los Angeles,8435,5,Golf,33.94827271,-118.2431641,Los Angeles,31468,400,2016-04-08 08:17:00,34.0536909,-118.242766
Consumer Electronics,Newark,30086,5,Fan Shop,34.02769089,-80.17294312,,5761,1000,2016-04-08 08:17:00,40.735657,-74.1723667
Girls' Apparel,San Diego,14132,5,Footwear,33.93173981,-118.2747421,,8670,300,2016-04-08 08:17:00,32.7174202,-117.1627728
Garden,Newark,20573,5,Outdoors,25.88852501,-104.8145828,,2168,300,2016-04-08 08:17:00,40.735657,-74.1723667
Golf Balls,Philadelphia,94709,5,Apparel,33.69957733,-95.17199707,,7237,1000,2016-04-08 08:17:00,39.9527237,-75.1635262
Fishing,San Francisco,39699,5,Outdoors,40.7018013,-80.19455719,,8286,200,2016-04-08 08:17:00,37.7790262,-122.419906
Garden,San Antonio,91539,5,Fan Shop,40.7018013,-80.19455719,,5068,1000,2016-04-08 08:17:00,29.4246002,-98.4951405
Video Games,Seattle,44250,5,Outdoors,29.7805748,-87.65660858,,2282,400,2016-04-10 10:44:00,47.6038321,-122.330062
Men's Clothing,Philadelphia,68898,5,Outdoors,34.06108093,-118.1542206,,7473,300,2016-04-10 10:44:00,39.9527237,-75.1635262
Video Games,Marion,25960,5,Footwear,25.88852501,-118.2747421,,3489,1000,2016-04-10 10:44:00,32.7931661,-94.344488
Women's Apparel,Chicago,8990,5,Golf,41.89567947,-87.69122315,Chicago,31845,500,2016-04-15 20:22:00,41.8755616,-87.6244212
Women's Apparel,Chicago,8990,5,Golf,41.89567947,-87.69122315,Chicago,31845,500,2016-04-15 20:22:00,41.8755616,-87.6244212
Women's Apparel,Chicago,8990,5,Golf,41.89567947,-87.69122315,Chicago,31845,100,2016-04-15 20:22:00,41.8755616,-87.6244212
Golf Apparel,Los Angeles,12750,5,Outdoors,32.52082825,-85.76452637,,9208,1000,2016-04-15 20:22:00,34.0536909,-118.242766
As Seen on TV!,Columbus,84568,5,Fan Shop,41.89567947,-80.17294312,,7747,1000,2016-04-15 20:22:00,39.9622601,-83.0007065
Books,Los Angeles,89931,5,Apparel,29.7805748,-117.1392975,,9523,500,2016-04-15 20:22:00,34.0536909,-118.242766
Women's Apparel,Columbus,23001,5,Apparel,41.89517212,-85.76452637,,4307,100,2016-04-15 20:22:00,39.9622601,-83.0007065
other,San Diego,48788,5,Apparel,29.47656632,-87.98048401,,7113,800,2016-04-15 20:22:00,32.7174202,-117.1627728
Video Games,Chicago,30953,5,Footwear,34.03247452,-118.0218811,,1883,600,2016-04-16 14:14:00,41.8755616,-87.6244212
Indoor/Outdoor Games,Seattle,52626,5,Apparel,40.75481033,-80.17294312,,5611,800,2016-04-16 14:14:00,47.6038321,-122.330062
Video Games,Seattle,13562,5,Footwear,37.71640396,-74.1746521,,6711,800,2016-04-16 14:14:00,47.6038321,-122.330062
Men's Golf Clubs,San Francisco,32250,5,Footwear,41.895607,-118.1542206,,7326,300,2016-04-16 14:14:00,37.7790262,-122.419906
As Seen on TV!,Chicago,56915,5,Outdoors,47.67869949,-87.69122315,,3314,1000,2016-04-16 14:14:00,41.8755616,-87.6244212
other,Louisville,18299,5,Footwear,33.94827271,-122.3217621,,1627,400,2016-04-16 14:14:00,38.2542376,-85.759407
Fitness Accessories,Houston,15518,5,Footwear,29.7805748,-118.1542206,,7866,900,2016-04-16 14:14:00,29.7589382,-95.3676974
Health and Beauty,San Antonio,10764,5,Apparel,29.71482086,-87.70032501,,9278,300,2016-04-24 18:04:00,29.4246002,-98.4951405
Golf Bags & Carts,Louisville,12337,5,Apparel,40.7018013,-75.76576996,,8473,500,2016-04-24 18:04:00,38.2542376,-85.759407
other,Newark,37662,5,Footwear,33.63597488,-85.76452637,,8858,500,2016-04-24 18:04:00,40.735657,-74.1723667
DVDs,Columbus,64982,5,Golf,29.47656632,-74.1746521,,4554,800,2016-04-24 18:04:00,39.9622601,-83.0007065
Golf Gloves,San Diego,95946,5,Apparel,41.89517212,-118.2431641,,1186,200,2016-04-24 18:04:00,32.7174202,-117.1627728
Accessories,Aurora,43610,5,Golf,41.96846008,-95.51293945,,3387,700,2016-04-24 18:04:00,41.7571701,-88.3147539
Music,Chicago,42318,5,Golf,40.01562119,-85.76452637,,3450,100,2016-04-24 18:04:00,41.8755616,-87.6244212
Golf Apparel,Santa Ana,22273,5,Outdoors,38.17819977,-104.8145828,,2944,800,2016-04-24 18:04:00,33.7494951,-117.8732213
Golf Bags & Carts,Miami,26301,5,Outdoors,34.02769089,-118.2431641,,8420,300,2016-04-26 17:53:00,25.7741728,-80.19362
Books,Santa Ana,43222,5,Apparel,25.76825142,-117.9125671,,6683,100,2016-04-26 17:53:00,33.7494951,-117.8732213
Trade-In,San Antonio,66706,5,Apparel,32.52082825,-97.69873047,,9245,700,2016-04-26 17:53:00,29.4246002,-98.4951405
Baseball & Softball,San Diego,93168,5,Golf,29.71482086,-95.51293945,,2670,1000,2016-04-26 17:53:00,32.7174202,-117.1627728
Men's Golf Clubs,Philadelphia,92272,5,Apparel,33.93173981,-74.1746521,,3169,300,2016-04-26 17:53:00,39.9527237,-75.1635262
Women's Apparel,Los Angeles,175,5,Golf,34.1137352,-118.1886444,Los Angeles,32909,500,2016-04-27 09:08:00,34.0536909,-118.242766
Women's Apparel,Houston,34092,5,Apparel,40.75481033,-118.2747421,,6657,1000,2016-04-27 09:08:00,29.7589382,-95.3676974
Basketball,Columbus,36480,5,Footwear,32.52082825,-118.3382416,,5339,200,2016-04-27 09:08:00,39.9622601,-83.0007065
Basketball,Newark,55659,5,Footwear,32.52082825,-118.1542206,,3836,700,2016-04-27 09:08:00,40.735657,-74.1723667
Women's Golf Clubs,Philadelphia,93832,5,Golf,25.88852501,-122.4407883,,7506,800,2016-04-27 09:08:00,39.9527237,-75.1635262
Strength Training,Los Angeles,64749,5,Footwear,33.94827271,-83.07437134,,8854,500,2016-04-27 09:08:00,34.0536909,-118.242766
Water Sports,Los Angeles,33426,5,Golf,25.88852501,-74.1746521,,5555,1000,2016-04-27 09:08:00,34.0536909,-118.242766
Golf Carts,Louisville,58580,5,Footwear,34.08999252,-87.98048401,,5677,1000,2016-04-27 09:08:00,38.2542376,-85.759407
Shop By Sport,Newark,12028,5,Golf,40.75481033,-74.1746521,Newark,32825,400,2016-04-30 03:42:00,40.735657,-74.1723667
Fishing,Houston,24929,5,Golf,29.78513908,-87.73634338,,9341,1000,2016-04-30 03:42:00,29.7589382,-95.3676974
Hockey,Marion,93303,5,Footwear,33.69957733,-118.2574081,,9848,500,2016-04-30 03:42:00,32.7931661,-94.344488
Water Sports,Marion,42962,5,Outdoors,33.96860123,-118.2774735,,3199,500,2016-04-30 22:16:00,32.7931661,-94.344488
Fitness Accessories,Aurora,64985,5,Fan Shop,41.89517212,-95.47782135,,8608,900,2016-04-30 22:16:00,41.7571701,-88.3147539
Women's Golf Clubs,Louisville,31085,5,Footwear,34.03800583,-118.2574081,,9271,800,2016-04-30 22:16:00,38.2542376,-85.759407
Women's Apparel,Los Angeles,8150,5,Golf,34.03247452,-118.3267975,Los Angeles,33743,500,2016-05-11 13:19:00,34.0536909,-118.242766
Tennis & Racquet,Newark,97327,5,Golf,29.47656632,-118.1886444,,5379,1000,2016-05-11 13:19:00,40.735657,-74.1723667
Toys,Columbus,45292,5,Outdoors,33.69957733,-117.9125671,,8611,600,2016-05-11 13:19:00,39.9622601,-83.0007065
Men's Footwear,Austin,54291,5,Apparel,34.11491013,-75.08410645,,1714,1000,2016-05-11 22:15:00,30.2711286,-97.7436995
Video Games,San Diego,30708,5,Fan Shop,34.06108093,-117.1392975,,2595,400,2016-05-11 22:15:00,32.7174202,-117.1627728
Baby,Aurora,70784,5,Footwear,29.71482086,-87.98048401,,1398,300,2016-05-11 22:15:00,41.7571701,-88.3147539
Cardio Equipment,San Diego,21552,5,Fan Shop,33.69957733,-80.17294312,,9166,700,2016-05-11 22:15:00,32.7174202,-117.1627728
Golf Shoes,San Antonio,28968,5,Golf,34.02769089,-104.8145828,,9924,800,2016-05-11 22:15:00,29.4246002,-98.4951405
Fitness Accessories,Newark,29314,5,Footwear,34.06108093,-118.4321518,,8245,700,2016-05-11 22:15:00,40.735657,-74.1723667
Kids' Golf Clubs,Houston,79049,5,Outdoors,34.08999252,-85.76452637,,8067,200,2016-05-11 22:15:00,29.7589382,-95.3676974
Men's Footwear,Columbus,24667,5,Golf,34.11491013,-118.2400131,,2119,500,2016-05-11 22:15:00,39.9622601,-83.0007065
Shop By Sport,Houston,8001,5,Golf,29.88981438,-95.47782135,Houston,34383,500,2016-05-20 21:32:00,29.7589382,-95.3676974
Women's Apparel,Columbus,95932,5,Fan Shop,25.88852501,-118.3267975,,3404,1000,2016-05-20 21:32:00,39.9622601,-83.0007065
Baby,San Diego,44206,5,Fan Shop,34.08999252,-118.2774735,,8279,1000,2016-05-20 21:32:00,32.7174202,-117.1627728
Crafts,Marion,17772,5,Golf,29.88981438,-118.1542206,,2906,800,2016-05-20 21:32:00,32.7931661,-94.344488
Baby,Austin,72812,5,Outdoors,29.78513908,-87.82719421,,4558,100,2016-05-22 05:04:00,30.2711286,-97.7436995
Men's Footwear,Los Angeles,67913,5,Golf,29.88981438,-87.69122315,,4477,600,2016-05-22 05:04:00,34.0536909,-118.242766
Men's Footwear,Austin,16520,5,Footwear,33.98547363,-118.2774735,,3849,600,2016-05-22 05:04:00,30.2711286,-97.7436995
Garden,Aurora,83496,5,Apparel,39.70932007,-117.1392975,,6758,500,2016-05-22 05:04:00,41.7571701,-88.3147539
Music,Aurora,33046,5,Footwear,41.895607,-118.3267975,,9755,300,2016-05-22 05:04:00,41.7571701,-88.3147539
Golf Balls,Philadelphia,22481,5,Golf,34.03247452,-118.1886444,,5724,800,2016-05-30 03:39:00,39.9527237,-75.1635262
Health and Beauty,Santa Ana,95856,5,Fan Shop,47.67869949,-118.3267975,,4624,600,2016-05-30 03:39:00,33.7494951,-117.8732213
Golf Bags & Carts,Seattle,92049,5,Footwear,33.93173981,-74.1746521,,4085,800,2016-05-30 03:39:00,47.6038321,-122.330062
Pet Supplies,Columbus,78277,5,Footwear,34.11491013,-80.17294312,,1697,300,2016-05-30 03:39:00,39.9622601,-83.0007065
Women's Apparel,Chicago,3585,5,Golf,41.96846008,-87.65660858,Chicago,35357,400,2016-06-02 02:46:00,41.8755616,-87.6244212
Women's Apparel,Chicago,3585,5,Golf,41.96846008,-87.65660858,Chicago,35357,400,2016-06-02 02:46:00,41.8755616,-87.6244212
As Seen on TV!,San Diego,76226,5,Apparel,39.95703888,-95.17199707,,8091,1000,2016-06-02 02:46:00,32.7174202,-117.1627728
Golf Balls,Austin,14322,5,Golf,33.63597488,-83.07437134,,2656,400,2016-06-02 02:46:00,30.2711286,-97.7436995
Accessories,Aurora,16555,5,Apparel,33.69957733,-95.51293945,,1309,1000,2016-06-02 02:46:00,41.7571701,-88.3147539
Garden,Houston,70075,5,Outdoors,29.88981438,-118.3382416,,1319,300,2016-06-02 02:46:00,29.7589382,-95.3676974
Fishing,Houston,41562,5,Golf,33.98547363,-75.22582245,,2424,700,2016-06-02 02:46:00,29.7589382,-95.3676974
Cardio Equipment,Louisville,27785,5,Outdoors,33.63597488,-87.98048401,,8818,900,2016-06-02 02:46:00,38.2542376,-85.759407
other,San Antonio,82353,5,Golf,39.67436981,-75.08410645,,5068,600,2016-06-02 02:46:00,29.4246002,-98.4951405
Golf Shoes,Houston,59618,5,Apparel,29.47656632,-104.8145828,,3355,700,2016-06-02 02:46:00,29.7589382,-95.3676974
Women's Apparel,Chicago,256,5,Golf,41.83272171,-87.98048401,Chicago,35843,200,2016-06-11 05:02:00,41.8755616,-87.6244212
Pet Supplies,Philadelphia,45674,5,Fan Shop,39.95703888,-118.0218811,,6943,900,2016-06-11 05:02:00,39.9527237,-75.1635262
Lacrosse,San Francisco,88995,5,Footwear,25.88852501,-118.1542206,,5271,100,2016-06-11 05:02:00,37.7790262,-122.419906
Golf Balls,Austin,62074,5,Outdoors,41.83272171,-118.2431641,,8101,700,2016-06-11 05:02:00,30.2711286,-97.7436995
Garden,Houston,70256,5,Golf,30.35012245,-80.19455719,,4591,300,2016-06-11 05:02:00,29.7589382,-95.3676974
Boxing & MMA,Philadelphia,63741,5,Golf,34.02769089,-118.2574081,,1295,300,2016-06-11 05:02:00,39.9527237,-75.1635262
Water Sports,Aurora,29505,5,Golf,25.88852501,-118.2400131,,6811,600,2016-06-11 20:38:00,41.7571701,-88.3147539
Cleats,Philadelphia,45161,5,Fan Shop,41.89567947,-85.76452637,,1089,100,2016-06-11 20:38:00,39.9527237,-75.1635262
Strength Training,Houston,38321,5,Fan Shop,34.11491013,-122.3217621,,7521,500,2016-06-11 20:38:00,29.7589382,-95.3676974
Tennis & Racquet,San Francisco,59010,5,Golf,33.63597488,-117.9125671,,1039,900,2016-06-11 20:38:00,37.7790262,-122.419906
Fitness Accessories,Marion,13116,5,Fan Shop,40.7018013,-74.1746521,,1042,600,2016-06-11 20:38:00,32.7931661,-94.344488
Cameras,Los Angeles,95865,5,Footwear,34.08999252,-118.4061966,,2065,900,2016-06-13 03:59:00,34.0536909,-118.242766
Tennis & Racquet,Seattle,54531,5,Apparel,34.08999252,-118.2007599,,1066,900,2016-06-13 03:59:00,47.6038321,-122.330062
Books,Houston,12708,5,Fan Shop,30.35012245,-75.76576996,,2035,200,2016-06-13 03:59:00,29.7589382,-95.3676974
Boxing & MMA,Austin,93630,5,Footwear,38.17819977,-75.22582245,,8465,900,2016-06-13 03:59:00,30.2711286,-97.7436995
Golf Carts,Austin,65322,5,Outdoors,41.89517212,-97.69873047,,7486,400,2016-06-13 03:59:00,30.2711286,-97.7436995
Accessories,Newark,35573,5,Golf,33.98547363,-117.9125671,,1137,500,2016-06-13 03:59:00,40.735657,-74.1723667
Tennis & Racquet,Chicago,11356,5,Outdoors,40.01562119,-118.2431641,,8758,1000,2016-06-16 11:31:00,41.8755616,-87.6244212
Health and Beauty,Newark,75321,5,Outdoors,29.78513908,-95.17199707,,8065,1000,2016-06-16 11:31:00,40.735657,-74.1723667
Lacrosse,Philadelphia,59534,5,Apparel,41.89567947,-118.2774735,,2789,200,2016-06-16 11:31:00,39.9527237,-75.1635262
Men's Golf Clubs,Seattle,66987,5,Outdoors,34.11491013,-80.19455719,,6318,500,2016-06-20 02:24:00,47.6038321,-122.330062
Pet Supplies,Chicago,35361,5,Fan Shop,29.78513908,-87.65660858,,2418,800,2016-06-20 02:24:00,41.8755616,-87.6244212
Men's Footwear,Newark,75976,5,Golf,29.71482086,-87.98048401,,2205,700,2016-06-20 02:24:00,40.735657,-74.1723667
Trade-In,San Antonio,70511,5,Outdoors,34.11491013,-87.69122315,,7337,700,2016-06-20 02:24:00,29.4246002,-98.4951405
Accessories,Philadelphia,96664,5,Golf,29.47656632,-80.19455719,,4775,600,2016-06-20 02:24:00,39.9527237,-75.1635262
Men's Clothing,Columbus,69795,5,Outdoors,41.98498154,-95.51293945,,2575,700,2016-06-20 11:10:00,39.9622601,-83.0007065
Fitness Accessories,Austin,12858,5,Fan Shop,34.06108093,-87.70032501,,6654,800,2016-06-20 11:10:00,30.2711286,-97.7436995
Boxing & MMA,Los Angeles,64295,5,Apparel,40.01562119,-80.19455719,,8410,700,2016-06-20 11:10:00,34.0536909,-118.242766
Women's Apparel,Los Angeles,6845,5,Golf,33.96860123,-118.2747421,Los Angeles,37034,400,2016-06-29 14:18:00,34.0536909,-118.242766
Women's Apparel,Los Angeles,6845,5,Golf,33.96860123,-118.2747421,Los Angeles,37034,400,2016-06-29 14:18:00,34.0536909,-118.242766
Pet Supplies,Santa Ana,16993,5,Golf,32.71385574,-117.1392975,,2616,800,2016-06-29 14:18:00,33.7494951,-117.8732213
Men's Clothing,Miami,96989,5,Footwear,34.03800583,-87.69122315,,7409,400,2016-06-29 14:18:00,25.7741728,-80.19362
Water Sports,San Francisco,92271,5,Apparel,41.83272171,-84.88657379,,9979,100,2016-06-29 14:18:00,37.7790262,-122.419906
Golf Balls,Philadelphia,11326,5,Fan Shop,39.95703888,-85.76452637,,2864,700,2016-06-29 14:18:00,39.9527237,-75.1635262
CDs,Seattle,11077,5,Apparel,32.52082825,-84.88657379,,3619,800,2016-06-29 14:18:00,47.6038321,-122.330062
Trade-In,Los Angeles,21147,5,Footwear,37.71640396,-98.579216,,9056,300,2016-06-29 14:18:00,34.0536909,-118.242766
Shop By Sport,Los Angeles,3121,5,Golf,34.11491013,-118.2400131,Los Angeles,37518,400,2016-07-05 15:52:00,34.0536909,-118.242766
Soccer,Louisville,49334,5,Apparel,41.96846008,-97.69873047,,4222,500,2016-07-05 15:52:00,38.2542376,-85.759407
Strength Training,Chicago,43044,5,Outdoors,33.69957733,-98.579216,,1660,600,2016-07-05 15:52:00,41.8755616,-87.6244212
Pet Supplies,Aurora,24880,5,Footwear,25.88852501,-87.69122315,,9012,700,2016-07-05 15:52:00,41.7571701,-88.3147539
Music,Marion,40431,5,Apparel,30.35012245,-87.69122315,,7680,400,2016-07-05 15:52:00,32.7931661,-94.344488
Books,Columbus,96237,5,Footwear,33.94827271,-118.0218811,,4443,1000,2016-07-05 15:52:00,39.9622601,-83.0007065
Pet Supplies,Philadelphia,34858,5,Fan Shop,40.75481033,-118.2007599,,4985,400,2016-07-05 15:52:00,39.9527237,-75.1635262
other,Newark,86793,5,Footwear,41.89567947,-95.17199707,,8347,900,2016-07-05 15:52:00,40.735657,-74.1723667
Women's Apparel,Marion,1763,5,Golf,40.7018013,-83.07437134,Marion,37505,300,2016-07-07 11:19:00,32.7931661,-94.344488
Golf Balls,Marion,24294,5,Golf,34.03247452,-80.19455719,,1493,400,2016-07-07 11:19:00,32.7931661,-94.344488
Golf Balls,Louisville,48762,5,Fan Shop,29.7805748,-95.37239838,,8315,1000,2016-07-07 11:19:00,38.2542376,-85.759407
Fishing,Santa Ana,28047,5,Golf,33.98547363,-87.65660858,,9846,400,2016-07-07 11:19:00,33.7494951,-117.8732213
Kids' Golf Clubs,Austin,32373,5,Footwear,47.67869949,-83.07437134,,4568,700,2016-07-07 11:19:00,30.2711286,-97.7436995
Cardio Equipment,Marion,25441,5,Apparel,41.98498154,-98.579216,,4997,400,2016-07-07 11:19:00,32.7931661,-94.344488
Golf Apparel,Marion,96192,5,Outdoors,33.94827271,-122.3217621,,1810,600,2016-07-07 11:19:00,32.7931661,-94.344488
Baby,Philadelphia,60204,5,Fan Shop,29.47656632,-74.1746521,,6933,700,2016-07-07 11:19:00,39.9527237,-75.1635262
Men's Clothing,San Diego,66496,5,Fan Shop,29.7805748,-80.17294312,,8916,300,2016-07-07 11:19:00,32.7174202,-117.1627728
Boxing & MMA,San Antonio,50192,5,Fan Shop,41.96846008,-74.1746521,,8724,100,2016-07-08 02:01:00,29.4246002,-98.4951405
Toys,Seattle,88747,5,Footwear,29.88981438,-118.2400131,,9604,300,2016-07-08 02:01:00,47.6038321,-122.330062
Golf Apparel,Miami,57003,5,Fan Shop,40.75481033,-118.4321518,,7781,800,2016-07-08 02:01:00,25.7741728,-80.19362
Soccer,Houston,57259,5,Golf,29.7805748,-118.3267975,,8940,400,2016-07-08 02:01:00,29.7589382,-95.3676974
Fishing,Austin,30091,5,Footwear,33.96860123,-118.4321518,,8951,800,2016-07-08 02:01:00,30.2711286,-97.7436995
Consumer Electronics,Santa Ana,86064,5,Fan Shop,39.70932007,-87.70032501,,4668,800,2016-07-08 02:01:00,33.7494951,-117.8732213
other,Austin,13345,5,Footwear,41.98498154,-118.4061966,,4503,200,2016-07-15 09:01:00,30.2711286,-97.7436995
Kids' Golf Clubs,Houston,49187,5,Outdoors,41.895607,-118.2431641,,1325,200,2016-07-15 09:01:00,29.7589382,-95.3676974
Hunting & Shooting,Houston,91550,5,Apparel,29.47656632,-118.3267975,,4939,600,2016-07-15 09:01:00,29.7589382,-95.3676974
Camping & Hiking,San Antonio,89451,5,Apparel,41.83272171,-87.98048401,,4796,400,2016-07-15 09:01:00,29.4246002,-98.4951405
DVDs,Aurora,40622,5,Footwear,40.01562119,-122.4407883,,3170,400,2016-07-15 09:01:00,41.7571701,-88.3147539
Women's Golf Clubs,Seattle,53434,5,Footwear,34.02769089,-95.51293945,,9429,900,2016-07-15 09:01:00,47.6038321,-122.330062
Electronics,San Diego,68739,5,Fan Shop,41.98498154,-95.47782135,,8651,600,2016-07-15 09:01:00,32.7174202,-117.1627728
Pet Supplies,San Diego,13395,5,Footwear,30.35012245,-75.76576996,,3664,900,2016-07-19 21:38:00,32.7174202,-117.1627728
Electronics,San Antonio,78746,5,Footwear,32.71385574,-75.76576996,,5498,800,2016-07-19 21:38:00,29.4246002,-98.4951405
Women's Apparel,Philadelphia,71,5,Golf,34.08999252,-118.1542206,Philadelphia,38440,400,2016-07-21 02:53:00,39.9527237,-75.1635262
Golf Carts,Aurora,68363,5,Golf,29.7805748,-84.88657379,,9163,100,2016-07-21 02:53:00,41.7571701,-88.3147539
Men's Footwear,Seattle,92264,5,Fan Shop,33.94827271,-118.0218811,,2081,100,2016-07-21 02:53:00,47.6038321,-122.330062
Baseball & Softball,Columbus,36082,5,Apparel,40.75481033,-104.8145828,,6134,400,2016-07-21 02:53:00,39.9622601,-83.0007065
Trade-In,Los Angeles,24054,5,Apparel,32.71385574,-85.76452637,,4077,100,2016-07-21 02:53:00,34.0536909,-118.242766
Music,Louisville,10202,5,Footwear,33.98547363,-117.1392975,,7597,400,2016-07-21 02:53:00,38.2542376,-85.759407
Strength Training,Seattle,94336,5,Golf,34.03800583,-118.1542206,,3679,400,2016-07-21 02:53:00,47.6038321,-122.330062
DVDs,San Diego,18140,5,Golf,39.70932007,-118.0218811,,3639,900,2016-07-21 02:53:00,32.7174202,-117.1627728
Golf Gloves,Austin,92226,5,Golf,40.01562119,-87.69122315,,1890,100,2016-07-21 02:53:00,30.2711286,-97.7436995
